time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
2147483647	15.0804	6.89351	14.8991	-1.13259	0	radar	1206.91	13.2669	21.1579	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0777	6.9836	14.9667	-1.1278	0	lidar	9078.08	12.8729	21.0592	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0935	6.99679	15.0592	-1.13534	0	radar	1212.88	11.5171	21.6724	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0839	7.08497	15.1263	-1.13049	0	lidar	9166.53	12.2062	21.11	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0993	7.09756	15.2197	-1.13808	0	radar	1130.49	12.3859	21.1066	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0841	7.1822	15.2848	-1.13329	0	lidar	8889.34	11.6814	20.8651	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0972	7.19399	15.3777	-1.14075	0	radar	1017.68	11.5265	20.6748	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0791	7.27833	15.4429	-1.13589	0	lidar	9120.81	11.363	21.0688	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0904	7.28967	15.5361	-1.1433	0	radar	973.27	10.5558	20.5567	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0677	7.37134	15.5998	-1.13846	0	lidar	8995.89	10.8903	20.927	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.079	7.38322	15.6767	-1.14426	0	radar	1069.36	9.30535	21.3896	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0501	7.46471	15.741	-1.13929	0	lidar	9502.03	10.189	21.209	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0617	7.47641	15.8254	-1.14572	0	radar	1054.83	9.97958	21.2932	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.031	7.55514	15.8877	-1.14084	0	lidar	9190.1	9.99634	20.9797	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0414	7.56643	15.9546	-1.14569	0	radar	994.543	9.38223	21.111	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0067	7.64295	16.0156	-1.14082	0	lidar	9165.08	9.53921	20.8762	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	15.0167	7.65399	16.0941	-1.14664	0	radar	979.56	9.63392	20.9724	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.9748	7.72823	16.1543	-1.14171	0	lidar	9422.92	8.70331	20.8221	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.9831	7.73821	16.2318	-1.14746	0	radar	832.817	9.84634	20.009	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.9371	7.80892	16.2897	-1.14261	0	lidar	9197.43	8.22277	20.4839	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.9445	7.81914	16.369	-1.14838	0	radar	915.486	8.29647	20.4978	2.60831e-038	2.60813e-038	0	3.92364e-044
